Burak T,26-Jun-16,New York City New York,5,Great airport hotel,We had a 27 houe layover and picked this hotel to stay overnight and use it the next day when we explore singapore. Its a very nice airport hotel and although you are at the airport the soundproofing really works. They let you take a shower before your flight even if your room is gone which is a huge plus...
Durris681,25-Jun-16,Aberdeen United Kingdom,4,The Bar is a rip-off!,Four drinks in the bar for £36 pounds sterling? You must be joking but no they were being serious! The rooms are fine large clean and pleasant though I would have preferred one that didnt look directly onto pool! The executive lounge was a complete waste of money - do not pay extra to get access there. Breakfast there was...
l1nda1,25-Jun-16,Singapore Singapore,4,Convenient Clean and Pleasant,The walk from the terminal was pretty easy and the hotel itself was pleasant. I arrived at night and the lobby seemed quite dark but brightened by the smile at reception.My rate included breakfast and I was really impressed with the quality quantity and diversity of the food. I was equivalent to brunch at a 5 star Hotel in...
katrinawehipeihana,24-Jun-16,australia,4,Excellent for an early morning flight especially from Terminal 3,Excellent Hotel for those with an early morning flight leaving from Terminal3 just a quick walk to Departure. Room very nicely appointed althoughshowing slight need of fresh up since I stayed some three years ago.Two excellent Restaurants but beware Singapore has just be votedthe most expensive city in the world. Ask for a room new lift...
Abby H,23-Jun-16,Melbourne Australia,5,Stayed for work but it felt like a holiday!,Really enjoyed this airport hotel experience compared to many others I have had! Everyone was very obliging as was to be expected. Breakfast was good with lots of options even managed a work out in their simple but adequate qym!
Darnel-HDI,21-Jun-16,Jakarta Indonesia,5,Very Nice Airport Hotel,It is located at Terminal 3 Changi Airport very easy to reach by walk and you do not need to ride car or taxi. Spacious and quiet room we did not hear the sound of planes take off and landing. Comfortable bed and pillows. Room was very well equipped. The service was not bad.
KMLIMSG,20-Jun-16,Singapore,4,Sexy Staycation,Enjoyed a sexy Saturday staycation for one night at this airport hotel. It really didnt feel like an airport hotel when I checked in. Perhaps cos you really cant hear the planes take off and land... ok perhaps a little bit but not extreme piercing to the ears.The rooms are well decked and extremely comfortable. The hotels f&b services...
Milk_Sheik,19-Jun-16,Bahrain,3,Nice hotel for transit stop.,I stayed at the CP for an overnight layover otherwise I would have stayed in a hotel in the city. This hotel is a nice hotel for a layover only. Finding the hotel is straight forward if you know the Terminal 3 location but it can be a bit of a trek if you arrive in T1 and the hotel...
Rick U,18-Jun-16,Adelaide Australia,5,17 Hour stopover - Best place to Relax!,Booked 2 x Day Rate rooms for my parents & my wife & I as we had a 17 hr stopover after an inbound 13.5 hr Europe flight on SIA from Amsterdam arriving at 0600 connecting SIA flight departing at 2300 the only downside was that we needed to clear immigration to check into the hotel and then recheck on...
abax10,18-Jun-16,Brisbane Australia,5,Excellent stay!,We stayed here for one night during transit with our two young daughters. They had so much fun swimming in the pool area. Only one issue when we had to phone for towels as there were none when we arrived for a swim in the afternoon. Rooms are great plenty of space with no noise from planes. Breakfast was tasty...
Dipayan_Nag,16-Jun-16,New Delhi Delhi India,4,Modern Comfortable & Unbeatable Location for Transit Travellers,Ive stayed here twice both during transits. My criteria was a good comfortable hotel to grab a nap before my connecting flight.Location: The hotel is in terminal 3 few mins of walk from the immigration check point. It cant get better than this no cab ride no waste of time.Check In: They are usually busy but attentive and...
gotenchi,16-Jun-16,jakarta,5,Convenience and Comfort in Changi Airport,+ Top notch soundproofing you can hardly hear any outside noises or sounds from next rooms or even planes taking off/landing near your hotel room+ Room quite spacious and in great condition. A/c already on when you first enter your room making you fe
stumack,13-Jun-16,Washingtoin DC,4,Solid option for flight catching early risers,Good hotel. Right in the airport. Perfect for catching the flight first thing after a trip. Rooms very good. Facilities high quality. Cost is low - for Singapore. If you have to get a super early connection I would recommend.
Aglaure,13-Jun-16,Park City Utah,4,Best airport option,Every time we fly in Singapore from the US we arrive late at night and this hotel has become our oasis of comfort for our first night. The transit hotel located in the terminal before immigration is okay for a layover for a few hours but if you are staying longer than six hours the Crowne Plaza is a far...
Bobskins,10-Jun-16,null,5,Fantastic stopover,Stayed here for 2 nights with my wife a 3 year old & a 1 year old. Had large room with 2 double beds the bathroom was large & we were able to see into it from just about everywhere in the room. Fantastic for keeping an eye on the children. Buffet breakfast also superb. Could watch the runway from...
Kiwilass,10-Jun-16,Christchurch New Zealand,5,Consistently excellent!,This is around my 3rd time I have stayed at the Crowne Plaza Changi. I use the hotel usually for a one night stay as a stopover/transit. It serves this purpose well. Firstly the hotel is convienently located in Terminal 3 (literally 2 min walk from immigration) I love how the corridors are outside so you can get some fresh...
jazzyjake,10-Jun-16,Sydney Australia,4,Great 6 hour Nap,Stayed here while waiting for a connecting flight service was great and the rooms were more then adequate.The service was fantastic it took them no time at all to get us to our room. We then departed and did a quick visit for dinner to Clark Quey the next day we out and back in the airport with ease....
RiteshVerma_sabre,09-Jun-16,Bengaluru India,5,Comfortableconvenient for layover or business travel amazing staff,The hotel is right next to T3 it is litreally a 2 mins walk from T3 arrival you dont even need to get out of the arrival hall. It has resturants and room service pool gym  lounge . A 5 star proprty . The staff is amazing and dedicated. It is great if you are IHG memebers you can...
